2015 4 10 5 2.25 2240 5500 1 0 0 3 7 1490 750 1959 47.5305 2010 6050 48
2014 11 21 4 2.5 2780 35000 1 0 0 4 9 2780 0 1985 47.7386 2740 35072 67.425
2015 2 12 4 2 1920 4822 1 0 0 2 6 920 1000 1914 47.5507 1120 4822 20
2014 5 16 3 2 2220 6641 1 0 2 4 7 1220 1000 1947 47.6426 1800 5900 87.5
2015 3 31 5 2.75 2910 85377 1 0 0 4 8 1510 1400 1966 47.48 2160 66120 62.5
2015 3 31 4 2.25 2410 14985 1 0 1 4 7 1950 460 1965 47.4278 2510 15256 53
2015 3 27 3 1 1980 6450 1 0 0 4 6 1120 860 1950 47.5291 1180 5160 34.2
2014 9 8 4 2.5 2120 9163 1 0 0 4 8 1450 670 1961 47.5551 2120 9166 55
2015 4 17 2 2.5 1741 1439 2 0 0 3 8 1446 295 2007 47.7043 2090 10454 47.9
2014 5 22 3 2.25 1950 7221 1 0 0 4 8 1950 0 2006 47.431 2310 8125 40.8
2015 3 9 4 2.5 2090 7434 1 0 0 3 7 1090 1000 1993 47.4962 1260 8404 32.5
2014 7 23 4 2.5 3170 4979 2 0 0 4 7 2570 600 1925 47.6655 2060 5000 74.8
2014 12 22 4 2.25 2150 8250 1 0 0 4 7 1240 910 1978 47.3045 2050 7875 28.5
2015 4 28 3 1 1010 10168 1 0 0 3 6 1010 0 1979 47.6453 1180 10318 30
2015 3 23 4 2.5 1980 12062 2 0 0 3 8 1980 0 1992 47.4038 2300 7902 37.495
2014 5 9 4 2.5 1940 3784 2 0 0 3 8 1940 0 2003 47.4513 1940 4499 33
2014 10 16 2 1 1230 7560 1 0 0 3 7 1230 0 1961 47.7298 1270 7560 34.3
2014 11 25 6 2.5 3190 12196 2 0 0 4 8 3190 0 1979 47.6309 2790 13068 66.4
2014 10 20 3 1.75 1350 217852 1 0 0 3 8 1100 250 1953 47.2628 2190 217800 31.4
2014 11 11 4 1.75 1740 4816 1 0 0 5 7 870 870 1942 47.5758 1210 5074 55.495
2015 3 30 5 2 2080 4000 1 0 0 4 6 1040 1040 1909 47.5858 1940 6000 46.7
2015 4 24 2 1 1060 5754 1 0 0 4 6 1060 0 1917 47.6931 1460 7200 39.535
2015 4 28 3 1.75 2250 11520 1 0 1 3 8 2250 0 1956 47.7619 2730 12445 73.5
2014 9 11 6 2.75 4460 6952 2 0 2 4 10 3460 1000 1930 47.6626 2750 4769 186.5
2014 5 15 3 2.5 1840 2875 2 0 0 4 7 1840 0 1997 47.562 1240 5750 51.25
2014 9 23 2 1 1120 5650 1 0 1 3 6 720 400 1904 47.5155 2160 6480 24.5
2014 11 14 4 2.25 2500 10890 1 0 0 5 7 1800 700 1978 47.7318 2500 7467 48.8
2014 7 23 4 2.5 2090 4400 2 0 0 3 8 2090 0 2011 47.5403 2090 3430 45.5
2014 7 9 4 1.75 2000 3988 1 0 4 4 7 1000 1000 1958 47.5925 1690 4144 81
2014 8 29 4 2.25 2920 20400 1 0 0 4 11 2920 0 1966 47.6237 3080 20400 165
2015 2 21 3 2 1430 7125 1 0 0 4 7 1430 0 1984 47.6256 1570 8075 46.5
2015 1 29 3 2.5 1630 2844 2 0 0 3 7 1630 0 2003 47.5413 1610 2582 33.095
2014 8 20 3 1.75 1540 4800 1 0 0 4 6 770 770 1925 47.67 1510 4080 56.5
2015 1 13 3 2.25 1580 6561 1 0 0 3 8 1200 380 1981 47.4394 1710 7241 32
2014 5 23 4 2.75 3500 7200 2 0 0 3 9 3500 0 2005 47.6818 3920 7666 78.86
2014 5 9 2 1 1150 4400 1 0 0 4 7 1150 0 1905 47.6226 1240 4400 46.3
2014 7 29 4 1.75 1910 6731 1 0 0 4 7 1210 700 1953 47.5693 1780 6350 54.5
2014 6 10 3 1.75 2040 7281 1 0 0 3 7 1020 1020 1962 47.4681 1740 7527 25.3
2015 2 3 4 2.25 2810 12607 2 0 0 3 10 2810 0 1985 47.4585 2810 17400 53.5
2014 5 21 2 1.75 1330 7200 1 0 0 3 7 1330 0 1993 47.4467 1450 11682 24
2014 10 21 4 2.75 2030 56192 1 0 0 3 8 1550 480 1979 47.752 2510 44866 44
2014 5 23 3 2 1670 4572 1 0 0 3 8 1670 0 1931 47.6854 1480 4890 58.5
2015 3 10 4 2.5 1921 4888 2 0 0 3 7 1921 0 2009 47.2689 1921 9140 24.5
2014 11 1 3 1.75 2090 6258 1 0 0 3 7 1390 700 1956 47.5503 1790 5793 35
2014 9 17 3 3.25 1290 1230 2 0 2 3 9 1090 200 2008 47.6367 1710 1797 59
2014 8 20 4 2.5 2620 4050 2 0 0 3 8 2620 0 2014 47.5017 2030 3944 39.9963
2014 5 2 2 2 1350 2560 1 0 0 3 8 1350 0 1976 47.6344 1790 2560 33.5
2014 12 16 2 1 2410 5930 2 0 0 3 9 1930 480 2007 47.5657 1540 5892 72.5
2014 6 17 3 2 1570 7000 2 0 2 4 8 1050 520 1971 47.6061 1990 6675 76.5
2014 9 3 4 1.5 1380 7800 1 0 0 3 7 1080 300 1928 47.7093 1770 7503 47.7
2015 2 23 4 2.75 2760 8160 1 0 2 4 8 1780 980 1940 47.7248 2720 8160 61.4
2014 5 8 4 2.5 2280 65836 2 0 0 3 8 2280 0 2004 47.7237 2300 97574 53.5
2014 7 7 3 2.25 1620 1075 3 0 0 3 8 1540 80 2009 47.5405 1620 1237 42
2014 12 11 4 2.75 2560 8956 1 0 0 4 7 1500 1060 1968 47.7278 2280 9234 48.5
2014 5 2 2 2.5 1630 1368 2 0 0 3 7 1280 350 2009 47.5489 1590 2306 29.5
2015 3 19 3 1.5 1170 11530 1 0 0 3 7 1170 0 1960 47.4211 1550 8605 24.65
2014 11 4 3 3.5 3940 11632 2 0 0 3 10 3940 0 2014 47.438 2015 11632 85.7326
2015 1 8 5 2 1880 4179 1 0 0 3 7 940 940 1952 47.5536 1350 5150 34.995
2015 3 16 2 1 850 5000 1 0 0 3 6 850 0 1976 47.3817 1160 5000 18.05
2014 9 16 6 3 2400 9373 2 0 0 3 7 2400 0 1991 47.3262 2060 7316 28
2014 12 26 2 1 1320 3090 1 0 0 4 7 1320 0 1908 47.5517 1270 4120 38.1156
2014 11 18 3 1.5 1240 1221 2 0 0 3 8 1050 190 2009 47.7073 1180 887 32
2014 8 26 3 1.5 1260 9570 1 0 0 3 7 870 390 1941 47.7004 1620 7000 41.49
2014 8 19 4 2.5 2120 57050 2 0 0 3 9 2120 0 1989 47.7611 3320 39082 47.5
2014 10 8 4 2.25 2490 23478 2 0 0 3 8 2490 0 1981 47.7547 2030 12611 50
2014 7 22 4 3.5 3670 4960 2 0 0 3 9 2870 800 2005 47.7022 1520 6335 79.6
2014 10 28 5 2.5 3150 35283 1 0 0 3 10 1800 1350 1975 47.6368 3280 35283 93.5
2014 8 1 4 1.75 2460 7560 2 0 0 4 8 2460 0 1952 47.7256 2760 8918 63.5
2014 11 17 4 3.75 3980 7828 2 0 0 3 10 3980 0 2001 47.6303 3980 8910 92.59
2014 6 26 2 1 930 7740 1 0 0 3 6 930 0 1924 47.7091 1250 7740 29
2014 9 11 4 3.5 2660 5690 2 0 0 3 8 1920 740 2014 47.4775 2970 5690 54.9995
2014 8 18 3 1 1020 4980 1 0 0 4 7 850 170 1941 47.7039 970 4980 35
2015 2 19 3 2.5 2100 4097 2 0 0 3 9 2100 0 2008 47.5983 1820 4764 99.04
2014 9 23 2 1 790 7275 1 0 0 4 6 790 0 1944 47.4771 850 7399 15
2014 11 6 4 2.5 2170 7700 1 0 0 3 7 1420 750 1969 47.7216 1710 7770 46.5
2015 4 22 6 3 2400 9373 2 0 0 3 7 2400 0 1991 47.3262 2060 7316 30
2014 9 30 4 2.5 2720 10455 2 0 2 3 10 2500 220 1981 47.5564 3240 12348 97.5
2014 12 30 4 2.5 3040 9606 2 0 0 3 7 3040 0 2003 47.6884 1690 3849 62
2014 5 20 3 2 2390 6888 2 0 1 5 8 2390 0 1939 47.6839 2390 7920 110
2014 8 26 4 2.25 2580 21115 2 0 0 4 9 2580 0 1977 47.5566 2690 10165 78.7888
2015 3 4 2 1 950 6000 1 0 0 3 7 950 0 1942 47.6897 1440 6000 49.2
2015 5 4 4 1.5 2120 5000 2 0 0 4 8 2120 0 1900 47.6024 1830 5000 62.5
2014 8 8 4 2.75 3100 7501 2 0 0 3 10 3100 0 1998 47.6859 3140 8672 79.5
2014 7 1 3 1 1090 10710 1 0 0 4 7 1090 0 1962 47.5 1090 10440 28
2014 8 26 2 1 910 5000 1 0 0 4 6 910 0 1914 47.683 1480 5000 45
2014 10 17 2 1 1120 3220 1 0 0 4 7 1120 0 1923 47.6588 1440 3220 50
2014 7 28 3 2.5 1870 6821 2 0 0 3 7 1870 0 1989 47.3065 1970 6821 27.5
2014 12 12 4 2 1780 5043 1 0 0 3 7 870 910 1993 47.7045 1350 5044 30.5
2015 5 13 3 2.5 2100 6092 2 0 0 3 8 2100 0 2013 47.7508 2250 8592 55.499
2014 7 14 3 1.75 1630 1500 3 0 0 3 8 1630 0 2014 47.6536 1570 1335 61
2014 10 10 3 2.75 2480 3240 1 0 0 3 9 1890 590 1929 47.6399 2160 3240 69
2015 4 1 3 2.5 1970 106722 1 0 4 3 9 1970 0 1985 47.2498 2910 101494 59.995
2014 6 26 3 1 1170 6700 1 0 0 3 8 1170 0 1957 47.7122 2410 7620 41.5
2014 10 28 3 2.75 2780 4815 3 0 2 3 10 2780 0 1974 47.6569 2820 5000 125
2014 11 10 2 1 800 8125 1 0 0 3 6 800 0 1964 47.6836 2390 8125 14.5
2014 8 7 3 1.5 2560 4000 1 0 0 5 8 1660 900 1927 47.6384 2560 4000 108.5
2015 1 14 2 1 610 4560 1 0 0 3 5 610 0 1918 47.5498 930 1392 40
2015 2 20 4 1.75 1570 7650 1 0 0 3 7 1100 470 1975 47.6801 1580 7650 43
2015 4 14 4 1.75 1870 6000 1 0 0 5 8 1670 200 1949 47.6435 1710 6000 70
2015 5 7 3 2.25 1930 8192 1 0 0 3 7 1470 460 1984 47.2624 1510 8192 27.3
2015 2 9 1 1 1080 5000 1 0 0 3 7 1080 0 1948 47.6603 1620 4000 41.1
2014 10 14 2 2.25 2470 7658 1 0 0 4 8 1480 990 1954 47.653 2070 7270 89.8
2014 9 30 5 1 1280 3876 1 0 0 3 7 1280 0 1923 47.6605 1420 3825 52.5
2014 10 13 4 2.5 3280 16575 1 0 0 3 9 2190 1090 1972 47.426 1570 13209 70.6
2015 4 23 5 3.5 4060 8309 2 0 0 3 9 2960 1100 2001 47.757 1730 11711 63
2014 7 29 3 1.75 2380 12681 1 0 0 1 6 1380 1000 1918 47.5294 1720 6377 22.7
2014 6 19 4 2.5 3280 209088 2 0 0 3 10 3280 0 1994 47.6553 2460 39498 92.5
2015 2 27 3 2.5 2529 9653 2 0 0 3 7 2529 0 2012 47.3738 2533 6125 37.095
2014 7 3 3 1 1020 8610 1 0 0 5 7 1020 0 1959 47.4974 1070 5940 26.5
2015 3 10 4 2.75 2330 7200 1 0 0 4 8 1560 770 1977 47.3203 2350 7600 29.99
2015 1 27 3 2.5 2170 8169 2 0 0 3 8 2170 0 2003 47.4833 2240 6733 44.225
2014 6 19 3 1.75 1840 7300 1 0 0 3 8 1840 0 1966 47.3122 1920 8010 26.5
2014 6 10 5 3 2830 7500 2 0 0 3 9 2460 370 1923 47.6579 2900 5000 124
2014 10 13 4 2.5 2601 34335 2 0 0 3 9 2601 0 1995 47.742 2080 32336 62.5
2015 4 16 4 2.5 3710 15935 1 0 0 3 10 2130 1580 2005 47.3528 3674 17913 48.5
2015 4 14 2 1 1180 7200 1 0 0 4 6 1180 0 1949 47.7475 1180 7200 33.6
2014 5 14 3 2.5 3100 20553 1 0 0 3 10 3100 0 1954 47.7635 3000 22302 93
2014 7 2 4 2.75 2160 5005 1 0 0 3 7 1430 730 1987 47.6971 1770 5326 55
2014 5 27 5 4.5 4590 14685 2 0 0 3 10 4590 0 2009 47.664 3030 9486 171
2014 6 4 1 1 790 13062 1 0 0 3 6 790 0 1942 47.4919 1240 7137 13.5
2014 10 22 3 2.25 3400 10000 2 0 0 3 10 3400 0 1983 47.6846 1860 5100 97
2015 3 31 4 2.5 3070 4000 2 0 0 4 8 2070 1000 1940 47.659 2560 4000 129.5
2014 10 23 4 2 2990 102366 1 0 0 4 8 2990 0 1974 47.3068 2820 57140 51
2015 5 8 4 1.75 2010 12188 1 0 0 4 7 1150 860 1960 47.5013 1720 8475 36
2014 11 26 2 1.75 1850 2530 2 0 0 4 7 1850 0 1903 47.6106 1500 1795 49.5
2015 3 18 4 1.75 2040 6348 1 0 0 3 7 1020 1020 1962 47.6964 1770 5047 55.1
2014 8 4 3 1.5 1800 10050 1 0 0 3 7 1800 0 1955 47.6344 1610 10050 58.3
2014 11 20 4 2.5 2370 2971 2 0 2 3 9 2080 290 2008 47.7064 2970 7500 74.995
2015 4 24 5 2.75 1800 4500 2 0 0 4 7 1680 120 1939 47.6648 1730 4500 75.43
2015 2 23 4 1 1250 9102 1 0 0 3 7 1250 0 1955 47.4258 1260 9180 25.5
2014 12 14 2 1 1140 8340 1 0 0 3 7 1140 0 1948 47.7448 1030 8149 35.8
2014 10 6 4 2.5 3320 244807 2 0 0 3 9 3320 0 2001 47.3637 2530 217800 67.5
2014 7 29 4 2.25 3310 8540 1 0 4 4 9 1660 1650 1973 47.5603 3450 9566 110
2014 5 21 3 2.75 2550 11160 2 0 0 3 8 2550 0 1994 47.7351 1020 7440 43
2015 2 11 4 4 4420 5940 2 0 0 3 10 3410 1010 2006 47.5397 4510 5797 90.95
2014 12 19 3 2 1190 7840 1 0 0 4 6 1190 0 1918 47.5531 1460 3240 31.1
2014 7 15 3 1 1510 17040 1 0 0 4 6 1510 0 1975 47.2649 1520 14000 18.5
2015 5 7 4 1.5 1940 8970 1 0 0 3 7 1270 670 1980 47.7297 1960 8470 30.6888
2015 3 18 3 2.5 2120 5277 2 0 0 3 7 2120 0 2005 47.6811 2370 5257 56.1
2014 10 8 4 1.5 2890 9000 2 0 4 3 8 2090 800 1939 47.5682 2550 8400 91
2014 6 9 2 1 1000 31505 1 0 0 3 6 1000 0 1960 47.7659 1560 22597 26.5
2014 6 10 3 3.5 2440 3427 2 0 0 3 7 1990 450 2000 47.589 2440 2601 71
2015 1 5 4 3.25 3920 881654 3 0 3 3 11 3920 0 2002 47.5385 2970 112384 165
2014 6 27 4 2.25 2020 8424 1 0 0 4 7 1380 640 1979 47.7262 2030 7236 46.49
2014 7 30 5 3 2080 6150 1 0 0 3 7 1040 1040 1950 47.5707 1420 6150 34.5
2014 8 11 4 2.25 4220 24186 1 0 0 3 8 2600 1620 1984 47.445 2410 30617 77.5
2014 5 6 4 2.5 1890 6156 1 0 0 3 7 980 910 1980 47.551 1590 6954 32.5
2014 10 14 2 2.5 980 1021 3 0 0 3 8 980 0 2008 47.6844 980 1023 32.99
2015 4 21 5 3 2750 10000 1 0 0 4 7 1730 1020 1957 47.5878 2520 10000 79.5
2015 3 25 4 2.75 2060 21344 1 0 0 2 8 1460 600 1978 47.5934 2060 16088 67.55
2015 2 22 4 2.5 2880 3091 2 0 0 3 9 1940 940 2014 47.5711 1560 4080 63.5
2014 7 24 3 2.5 1440 3800 2 0 0 3 7 1440 0 2005 47.3606 1890 3819 26.9
2015 4 10 2 1 850 6000 1 0 0 3 6 850 0 1924 47.4972 1100 6000 22.995
2014 5 27 2 1 880 7683 1 0 0 3 6 880 0 1942 47.7145 1370 7695 32.61
2014 12 11 3 2 1330 7419 1 0 0 3 7 1330 0 1985 47.7322 1330 7297 34.495
2014 9 2 3 2.5 2830 9972 2 0 0 3 9 2830 0 2006 47.7382 3557 9159 53.9
2014 5 16 4 2 1510 4235 1 0 0 3 7 1510 0 1955 47.546 1510 4268 25.4
2014 9 15 4 3 2720 11740 1 0 0 5 9 2720 0 1957 47.5833 2640 11740 94
2014 5 12 2 1 910 4500 1 0 0 4 7 910 0 1906 47.5633 1270 3500 35
2014 8 4 2 1.75 1600 5795 1 0 0 3 8 1600 0 1940 47.6709 2310 6301 67.2324
2015 2 9 3 1 1610 7140 1 0 0 3 7 1080 530 1976 47.3943 1800 7600 21.5
2015 3 21 4 2.25 2650 8149 1 0 0 4 8 1610 1040 1975 47.5624 2290 8019 66.5
2014 8 5 5 1.75 1750 8325 1 0 0 5 7 1750 0 1966 47.4007 1430 8325 26.99
2015 4 13 4 2.5 2370 7274 2 0 0 3 7 2370 0 1997 47.3982 2090 7656 35.1
2015 4 29 5 3 2480 7200 1 0 0 3 7 1560 920 1999 47.4586 1910 9432 36
2014 6 17 4 2.5 2210 7079 2 0 0 3 8 2210 0 1993 47.4206 1970 7000 38.25
2015 5 4 4 2.5 3060 27251 1 0 0 3 8 3060 0 2008 47.1967 1760 27251 36.9
2014 10 8 4 2 2500 36900 1 0 0 3 7 1540 960 1972 47.3708 1960 36900 36.8
2014 11 19 2 2.5 1700 2513 2 0 0 3 8 1700 0 2009 47.5163 1760 2891 37.8
2014 8 20 3 1.75 1480 3900 1 0 0 4 7 1480 0 1980 47.2977 1830 6956 24.5
2015 4 4 4 2.75 4250 10925 2 0 0 3 10 4250 0 2003 47.5297 4650 11544 120.8
2014 8 27 3 1 1240 5700 1 0 0 5 6 1240 0 1953 47.4927 1140 5700 23.8
2015 1 26 3 1 1300 12600 1 0 0 4 7 1300 0 1969 47.7422 1480 13530 31.55
2014 9 25 3 2 1140 7078 1 0 0 4 7 1140 0 1991 47.4057 1460 7078 25.75
2014 10 7 4 2.75 2990 4298 2 0 0 3 9 2990 0 2014 47.7101 2990 4837 77.995
2015 4 13 4 3.25 3580 43093 1 0 0 4 8 3580 0 1990 47.5595 2070 43093 70
2015 3 2 4 2.75 2750 17789 1 0 0 3 8 1980 770 1914 47.6141 3060 11275 145
2014 6 20 2 1 860 6600 1 0 0 5 6 860 0 1949 47.4878 1030 6732 20
2015 2 17 3 1.75 1890 10661 1 0 0 5 7 1460 430 1978 47.3583 1680 9604 31.5
2014 6 17 3 1.5 1180 7000 1 0 0 4 7 1180 0 1977 47.2966 1180 7370 18.75
2014 5 28 3 2.5 1720 4006 2 0 0 3 8 1720 0 1994 47.569 1780 3974 53.5
2014 11 6 2 2.5 2720 26761 2 1 4 3 7 2720 0 1990 47.4499 1870 12396 98.5
2014 11 5 3 1.75 1850 9655 1 0 0 3 7 1100 750 1959 47.7358 1480 8683 37.3
2014 6 6 3 1.75 1980 3300 1 0 0 4 7 1140 840 1926 47.6733 1590 5000 66
2014 10 8 2 1 890 8180 1 0 0 3 7 890 0 1947 47.737 1130 8180 27.54
2015 3 27 3 1.75 1540 8100 1 0 0 4 7 940 600 1947 47.749 1840 8100 43
2015 3 23 4 4.25 4700 10800 2 0 1 3 11 3910 790 2002 47.6882 2370 7680 222.5
2015 2 11 3 1.5 1370 9800 1 0 0 5 7 1370 0 1968 47.3068 1370 9800 24.69
2014 12 23 3 2.5 2790 16173 2 0 0 3 10 2790 0 1988 47.3043 2890 11632 44.5
2014 7 16 3 1 1030 8164 1 0 0 4 7 1030 0 1950 47.7353 1340 8164 33.25
2014 9 25 3 2.5 1790 3754 2 0 0 3 8 1790 0 2013 47.534 1800 3393 41.4
2015 3 13 3 1.75 1730 8073 1 0 0 3 8 1350 380 1971 47.7694 2500 8073 46.5
2014 7 1 3 2 2500 4080 1 0 0 5 7 1680 820 1922 47.6813 1550 3060 69.5
2014 9 11 4 2.25 2110 7560 2 0 0 4 8 2110 0 1974 47.7331 2110 7560 47.5
2014 8 20 4 2.5 3070 5936 2 0 0 3 9 3070 0 2005 47.5902 3160 5936 73.1
2014 7 18 3 1.75 1530 4000 2 0 0 3 8 1530 0 1985 47.5239 2140 5000 72.5
2015 3 17 3 2.5 1680 4226 2 0 0 3 8 1680 0 2003 47.3684 1800 5559 28.6
2014 7 18 4 1.75 2220 6350 1 0 0 3 7 1110 1110 1959 47.7136 1950 8100 52.6
2014 5 7 4 2.75 2140 13000 1 0 0 3 7 1320 820 1968 47.7683 2360 11000 40.95
2015 1 5 3 1.5 1660 8000 1 0 0 4 7 1120 540 1976 47.353 1900 7500 24.1
2014 9 29 4 2.5 1800 4500 2 0 0 3 8 1800 0 1999 47.5998 1800 4500 48.55
2014 6 30 2 2 1090 934 3 0 0 3 8 1090 0 2008 47.6341 1090 1376 42.75
2014 10 13 3 2 1550 12262 1 0 0 4 7 1550 0 1964 47.5755 2900 12372 72.5
2014 8 6 3 3.25 3890 3452 2 0 0 3 12 2890 1000 2006 47.626 2860 2199 225
2015 3 24 5 3.25 2950 67475 1 0 0 3 8 2530 420 1981 47.7233 2620 39820 81
2014 11 5 4 2.25 2450 34092 2 0 0 4 8 2450 0 1980 47.5751 2410 35378 68.2
2015 3 31 3 2.25 1470 7857 1 0 0 4 7 1180 290 1973 47.4547 1900 7600 31.2
2014 7 31 3 2 1680 8946 1 0 0 3 6 940 740 1996 47.6379 1550 11625 38.1
2014 10 30 3 2.25 1440 4667 2 0 0 3 7 1440 0 1985 47.5662 1610 4756 44.7
2014 8 5 4 3.25 3900 40962 2 0 0 3 10 3900 0 1991 47.683 1730 11775 78
2014 9 24 4 1.75 1910 8117 1 0 0 3 7 1460 450 1975 47.7344 1810 8100 39.5
2014 7 14 3 2 1620 8400 1 0 0 3 7 1180 440 1968 47.6574 2120 8424 49.8
2014 6 2 2 1 1170 6000 1 0 0 4 7 970 200 1941 47.6994 2130 6002 45.5
2014 6 16 3 2.5 1212 1174 3 0 0 3 7 1212 0 2004 47.7145 1256 1226 34
2015 1 29 4 2.25 2400 7000 1 0 0 4 8 1800 600 1965 47.7207 2210 7210 48.7
2015 3 30 3 2.25 1530 1305 2 0 0 3 7 1116 414 2007 47.7034 1320 1427 38
2014 8 11 3 2.5 3150 20189 2 0 0 3 10 3150 0 1990 47.447 2920 20612 57
2014 7 25 4 2.75 2110 6838 2 0 0 4 8 2110 0 1991 47.3877 2100 7280 32.5
2014 5 23 3 3.5 4080 217697 1 0 3 3 10 4080 0 2000 47.2604 2710 217790 90
2014 5 27 3 1.75 1840 4030 1 0 0 5 7 1050 790 1925 47.5549 1840 5040 45.75
2014 10 28 7 1.5 2670 11250 1 0 0 4 8 2320 350 1948 47.7121 2030 9000 57.5
2014 5 22 4 2.5 2980 8107 2 0 0 3 9 2980 0 2000 47.5389 2750 7760 62.25
2014 6 10 5 2.75 3100 9825 2 0 2 4 8 3100 0 1950 47.7188 2120 8400 70
2014 7 1 3 2.25 2440 47916 2 0 0 3 8 2090 350 1991 47.6347 2150 24000 48.5
2014 11 21 2 2.25 1140 1332 3 0 0 3 8 1140 0 1999 47.6543 1140 1267 47.6
2014 6 20 4 3 3740 30884 2 0 0 3 9 3060 680 1988 47.7505 3240 37031 86.9
2015 3 27 3 2.5 2340 2155 2 0 0 3 10 2120 220 2012 47.53 2640 2680 71.65
2014 11 7 4 3.25 3720 7150 2 0 2 3 11 3720 0 2007 47.5359 4040 7442 98
2015 2 25 3 1.5 1340 7200 1 0 0 3 7 1340 0 1972 47.718 1730 8820 45
2015 3 10 4 2.5 1970 5106 2 0 0 3 8 1970 0 1999 47.449 2230 5109 34.69
2015 4 14 3 1.75 1480 7725 1 0 0 4 7 1480 0 1981 47.483 1720 8379 37
2014 6 14 4 2.5 2960 41656 2 0 0 3 10 2960 0 1985 47.7319 3900 35104 88.3
2014 7 18 2 1 1040 4590 1 0 0 3 7 1040 0 1954 47.5078 1040 6120 21
2014 12 8 3 1 780 3540 1 0 0 2 6 780 0 1920 47.565 1260 3540 18
